agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned
25115,0001847,2020-12-07,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,449,"Hotel/motel, commercial",695 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0001847,2020,2020001847
25115,0001847,2019-10-03,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,9880 JOHNSTOWN RD and SMITHS MILL RD,New Albany,OH,43054,0001847,2019,2019001847
25115,0001847,2018-09-25,2018.0,631.0,Authorized controlled burning,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",MCOWEN RD and WAGGONER RD,Blacklick,OH,43004,0001847,2018,2018001847
25115,0001846,2018-09-24,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,550 OFFICENTER PL,Gahanna,OH,43230,0001846,2018,2018001846
25115,0001846,2019-10-03,2019.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",KENNEDY RD and HARLEY RUN DR,JEFFERSON TWP,OH,43004,0001846,2019,2019001846
25115,0001846,2020-12-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1623 TAYLOR CORNERS CIR,JEFFERSON TWP,OH,43004,0001846,2020,2020001846
25115,0001846,2021-11-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2541 COLTS NECK RD and POND CLOSE RD,JEFFERSON TWP,OH,43004,0001846,2021,2021001846
25115,0001845,2021-11-26,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,440 DENWOOD CT,Gahanna,OH,43230,0001845,2021,2021001845
25115,0001845,2020-12-07,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,449,"Hotel/motel, commercial",695 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0001845,2020,2020001845
25115,0001845,2019-10-03,2019.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0001845,2019,2019001845
25115,0001845,2018-09-24,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7549 TAYSIDE DR and STRATHSPREY DR,COLUMBUS,OH,43004,0001845,2018,2018001845
25115,0001844,2021-11-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7826 ASTRA CIR and DEER TRAIL RD,Reynoldsburg,OH,43068,0001844,2021,2021001844
25115,0001844,2020-12-07,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,967 PINEWOOD LN,Gahanna,OH,43230,0001844,2020,2020001844
25115,0001844,2019-10-03,2019.0,730.0,"System malfunction, other",4.0,Automatic aid given,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",1120 MORRISON RD and LEAVITT SERVICE RD,Gahanna,OH,43230,0001844,2019,2019001844
25115,0001844,2018-09-24,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,18 S BELMAR DR SW and CHARWARD RD SW,PATASKALA,OH,43068,0001844,2018,2018001844
25115,0001843,2018-09-24,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,42 SCENIC RD,REYNOLDSBURG,OH,43004,0001843,2018,2018001843
25115,0001843,2020-12-07,2020.0,731.0,Sprinkler activation due to malfunction,,,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8231 E BROAD ST and CEDAR CLF,Reynoldsburg,OH,43068,0001843,2020,2020001843
25115,0001843,2019-10-02,2019.0,743.0,"Smoke detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7821 ASTRA CIR and DEER TRAIL RD,Reynoldsburg,OH,43068,0001843,2019,2019001843
25115,0001843,2021-11-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1146 IRONWOOD DR and IRONWOOD CT,JEFFERSON TWP,OH,43004,0001843,2021,2021001843
25115,0001842,2020-12-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,337 DEER TRAIL RD and ASTRA CIR,Reynoldsburg,OH,43068,0001842,2020,2020001842
25115,0001842,2021-11-26,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,300 S HAMILTON RD and MORRISON RD,Gahanna,OH,43230,0001842,2021,2021001842
25115,0001842,2019-10-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,831 ACORN GROVE DR and WALNUT GROVE DR,COLUMBUS,OH,43004,0001842,2019,2019001842
25115,0001842,2018-09-23,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,6970 E BROAD ST and BLACKLICK XING,Columbus,OH,43213,0001842,2018,2018001842
25115,0001841,2021-11-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8148 WOLCOTT LOOP,New Albany,OH,43054,0001841,2021,2021001841
25115,0001841,2019-10-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG DR and LUPINE DR,JEFFERSON TWP,OH,43004,0001841,2019,2019001841
25115,0001841,2018-09-23,2018.0,745.0,"Alarm system activation, no fire - unintentional",2.0,Automatic aid received,"5 - Mercantile, Business",580,"General retail, other",8231 E BROAD ST and CEDAR CLF,Reynoldsburg,OH,43068,0001841,2018,2018001841
25115,0001841,2020-12-06,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,339 WARLOCK CT and DUNOON DR,Gahanna,OH,43230,0001841,2020,2020001841
25115,0001840,2019-10-02,2019.0,324.0,Motor vehicle accident with no injuries.,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",HAVENS CORNERS RD and WAGGONER RD,JEFFERSON TWP,OH,43004,0001840,2019,2019001840
25115,0001840,2018-09-23,2018.0,113.0,"Cooking fire, confined to container",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,6895 CLARK STATE RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0001840,2018,2018001840
25115,0001840,2020-12-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,54 SCENIC RD,REYNOLDSBURG,OH,43004,0001840,2020,2020001840
25115,0001840,2021-11-26,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,9 - Outside or Special Property,961,Highway or divided highway,ETNA PKWY and BROAD ST,Pataskala,OH,43062,0001840,2021,2021001840
25115,0001839,2020-12-06,2020.0,551.0,Assist police or other governmental agency,,,4 - Residential,419,1 or 2 family dwelling,54 SCENIC RD,REYNOLDSBURG,OH,43004,0001839,2020,2020001839
25115,0001839,2019-10-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6817 HAVENS RD and DOGWOOD PL,JEFFERSON TWP,OH,43004,0001839,2019,2019001839
25115,0001839,2018-09-23,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,922 FALCON HUNTER WAY,Gahanna,OH,43230,0001839,2018,2018001839
25115,0001839,2021-11-26,2021.0,111.0,Building fire,4.0,Automatic aid given,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",143 COMMERCE BLVD and GREENSCAPE CT,Johnstown,OH,43031,0001839,2021,2021001839
25115,0001838,2021-11-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1259 CONNER RIDGE ST,JEFFERSON TWP,OH,43004,0001838,2021,2021001838
25115,0001838,2020-12-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7332 MENAI WAY,JEFFERSON TWP,OH,43004,0001838,2020,2020001838
25115,0001838,2019-10-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1661 BIRDSONG CT,JEFFERSON TWP,OH,43004,0001838,2019,2019001838
25115,0001838,2018-09-23,2018.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1120 GOLDEN WILLOW PL and PRAIRIE WILLOW DR,JEFFERSON TWP,OH,43004,0001838,2018,2018001838
25115,0001837,2018-09-23,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2886 SWISHER CREEK CT,JEFFERSON TWP,OH,43054,0001837,2018,2018001837
25115,0001837,2020-12-06,2020.0,522.0,Water or steam leak,4.0,Automatic aid given,,,,1015 TAYLOR RD and HELMBRIGHT DR,Gahanna,OH,43230,0001837,2020,2020001837
25115,0001837,2021-11-26,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,9018 FARLINGTON DR,JEFFERSON TWP,OH,43004,0001837,2021,2021001837
25115,0001837,2019-10-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1021 JEFFERSON CHASE WAY and EQUITANA WAY,COLUMBUS,OH,43004,0001837,2019,2019001837
25115,0001836,2020-12-06,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,54 SCENIC RD,REYNOLDSBURG,OH,43004,0001836,2020,2020001836
25115,0001836,2021-11-26,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,"5 - Mercantile, Business",599,Business office,460 WATERBURY CT,Gahanna,OH,43230,0001836,2021,2021001836
25115,0001836,2018-09-22,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8085 WILLOW BROOK CROSSING DR,JEFFERSON TWP,OH,43004,0001836,2018,2018001836
25115,0001836,2019-10-02,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,1330 N HAMILTON RD and STONERIDGE LN,Gahanna,OH,43230,0001836,2019,2019001836
25115,0001835,2021-11-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8367 ALMOND PARK DR,JEFFERSON TWP,OH,43004,0001835,2021,2021001835
25115,0001835,2020-12-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,346 CRAFTON TRAIL LOOP and BUNKER RIDGE CT,JEFFERSON TWP,OH,43004,0001835,2020,2020001835
25115,0001835,2019-10-02,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7329 MENAI WAY and WOLLI CREEK DR,JEFFERSON TWP,OH,43004,0001835,2019,2019001835
25115,0001835,2018-09-22,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,508 ROCKY FORK BLVD and LANDOVER PL,Gahanna,OH,43230,0001835,2018,2018001835
25115,0001834,2018-09-22,2018.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,265 DEER TRAIL RD and DEER TRAIL CT,Reynoldsburg,OH,43068,0001834,2018,2018001834
25115,0001834,2020-12-05,2020.0,735.0,Alarm system sounded due to malfunction,2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8231 E BROAD ST and CEDAR CLF,Reynoldsburg,OH,43068,0001834,2020,2020001834
25115,0001834,2021-11-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2510 KEMPERWOOD DR and KELTONHURST CT,JEFFERSON TWP,OH,43004,0001834,2021,2021001834
25115,0001834,2019-10-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,733 WALNUT GROVE CT and WALNUT GROVE DR,COLUMBUS,OH,43004,0001834,2019,2019001834
25115,0001833,2021-11-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7894 PRAIRIE WILLOW DR and DESERT WILLOW DR,JEFFERSON TWP,OH,43004,0001833,2021,2021001833
25115,0001833,2020-12-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230,0001833,2020,2020001833
25115,0001833,2019-10-01,2019.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8400 E BROAD ST and COUNTY LINE,JEFFERSON TWP,OH,43004,0001833,2019,2019001833
25115,0001833,2018-09-22,2018.0,322.0,Motor vehicle accident with injuries,4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,750 ACORN GROVE DR and WALNUT GROVE DR,COLUMBUS,OH,43004,0001833,2018,2018001833
25115,0001832,2021-11-25,2021.0,531.0,Smoke or odor removal,,,4 - Residential,419,1 or 2 family dwelling,2603 CLEMTON PARK E,JEFFERSON TWP,OH,43004,0001832,2021,2021001832
25115,0001832,2020-12-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1623 TAYLOR CORNERS CIR,JEFFERSON TWP,OH,43004,0001832,2020,2020001832
25115,0001832,2019-10-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,882 DRESSAGE TRCE and JEFFERSON CHASE WAY,COLUMBUS,OH,43004,0001832,2019,2019001832
25115,0001832,2018-09-22,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1212 PREEMAN ST and PAYNE LOOP,COLUMBUS,OH,43004,0001832,2018,2018001832
25115,0001831,2018-09-22,2018.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,9 - Outside or Special Property,963,Street or road in commercial area,BROAD ST and WAGGONER RD,COLUMBUS,OH,43004,0001831,2018,2018001831
25115,0001831,2021-11-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1058 HERITAGE ST and HANNAH FARMS CT,GAHANNA,OH,43004,0001831,2021,2021001831
25115,0001831,2019-10-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,3062 KNOLL DR and KNOLL CT,JEFFERSON TWP,OH,43230,0001831,2019,2019001831
25115,0001831,2020-12-05,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1189 JAYHAWK ST,JEFFERSON TWP,OH,43004,0001831,2020,2020001831
25115,0001830,2018-09-22,2018.0,735.0,Alarm system sounded due to malfunction,4.0,Automatic aid given,"5 - Mercantile, Business",599,Business office,700 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0001830,2018,2018001830
25115,0001830,2021-11-25,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8600 SWISHER CREEK CROSSING,JEFFERSON TWP,OH,43054,0001830,2021,2021001830
25115,0001830,2019-09-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230,0001830,2019,2019001830
25115,0001830,2020-12-04,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1257 HARLEY RUN DR and WAGGONER RUN DR,COLUMBUS,OH,43004,0001830,2020,2020001830
25115,0001829,2018-09-21,2018.0,311.0,"Medical assist, assist EMS crew",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1393 PANSY ST and CELOSIA AVE,JEFFERSON TWP,OH,43004,0001829,2018,2018001829
25115,0001829,2021-11-25,2021.0,733.0,Smoke detector activation due to malfunction,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7524 BUNKER RIDGE CT and CRAFTON TRAIL LOOP,JEFFERSON TWP,OH,43004,0001829,2021,2021001829
25115,0001829,2019-09-30,2019.0,412.0,Gas leak (natural gas or LPG),,,4 - Residential,419,1 or 2 family dwelling,2926 CORDELLA ST and SCHNEIDER WAY,JEFFERSON TWP,OH,43004,0001829,2019,2019001829
25115,0001829,2020-12-04,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,299 EMPIRE DR and BONNINGTON WAY,Gahanna,OH,43230,0001829,2020,2020001829
25115,0001828,2021-11-24,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6255 HEADLEY RD and GREY FOX DR,JEFFERSON TWP,OH,43230,0001828,2021,2021001828
25115,0001828,2020-12-04,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,6599 FURTH DR and MOTT RD,Reynoldsburg,OH,43068,0001828,2020,2020001828
25115,0001828,2019-09-30,2019.0,736.0,CO detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,7171 MORSE RD and KITZMILLER RD,JEFFERSON TWP,OH,43054,0001828,2019,2019001828
25115,0001828,2018-09-21,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8289 OLYMPUS LN and CREEKSTONE LN,COLUMBUS,OH,43004,0001828,2018,2018001828
25115,0001827,2020-12-03,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1111 PIN OAK LN and FAIR OAK DR,JEFFERSON TWP,OH,43004,0001827,2020,2020001827
25115,0001827,2019-09-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,800 TECH CENTER DR,Gahanna,OH,43230,0001827,2019,2019001827
25115,0001827,2018-09-21,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8289 OLYMPUS LN and CREEKSTONE LN,COLUMBUS,OH,43004,0001827,2018,2018001827
25115,0001827,2021-11-24,2021.0,324.0,Motor vehicle accident with no injuries.,4.0,Automatic aid given,,,,MORRISON RD and OFFICENTER PL,Gahanna,OH,43230,0001827,2021,2021001827
25115,0001826,2021-11-24,2021.0,111.0,Building fire,4.0,Automatic aid given,,,,940 VENETIAN WAY and HARDTACK CT,Gahanna,OH,43230,0001826,2021,2021001826
25115,0001826,2020-12-03,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8631 CROOKED MAPLE DR and CEDAR RUN DR,COLUMBUS,OH,43004,0001826,2020,2020001826
25115,0001826,2019-09-30,2019.0,651.0,"Smoke scare, odor of smoke",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1026 SKINNER AVE and CHILTON PL,Gahanna,OH,43230,0001826,2019,2019001826
25115,0001826,2018-09-21,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,9 - Outside or Special Property,938,Graded and cared-for plots of land,PIZZURO PARK DR,Gahanna,OH,43230,0001826,2018,2018001826
25115,0001825,2018-09-21,2018.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7379 SERENOA DR,COLUMBUS,OH,43068,0001825,2018,2018001825
25115,0001825,2019-09-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,"5 - Mercantile, Business",500,"Mercantile, business, other",8231 E BROAD ST and CEDAR CLF,Reynoldsburg,OH,43068,0001825,2019,2019001825
25115,0001825,2021-11-24,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3575 BABBITT RD and CLARK STATE RD,JEFFERSON TWP,OH,43054,0001825,2021,2021001825
25115,0001825,2020-12-03,2020.0,744.0,"Detector activation, no fire - unintentional",2.0,Automatic aid received,"5 - Mercantile, Business",539,"Household goods, sales, repairs",8231 E BROAD ST and CEDAR CLF,Reynoldsburg,OH,43068,0001825,2020,2020001825
25115,0001824,2021-11-24,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,633 ALTONA DR and NORWORTH RD,COLUMBUS,OH,43004,0001824,2021,2021001824
25115,0001824,2020-12-03,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,283 SPRUCE HILL DR and RICE AVE,Gahanna,OH,43230,0001824,2020,2020001824
25115,0001824,2019-09-30,2019.0,745.0,"Alarm system activation, no fire - unintentional",,,2 - Educational,213,"Elementary school, including kindergarten",1490 CLIMBING FIG DR and LUPINE DR,JEFFERSON TWP,OH,43004,0001824,2019,2019001824
