Agency FDID,Basic Incident Number (FD1),Basic Incident Date Original (FD1.3),Basic Incident Year (FD1.3),Basic Incident Type Code (FD1.21),Basic Incident Type (FD1.21),Basic Aid Given Or Received Code (FD1.22),Basic Aid Given Or Received (FD1.22),Basic Property Use Category (FD1.46),Basic Property Use Code (FD1.46),Basic Property Use (FD1.46),Basic Incident Full Street Address,Basic Incident City Name (FD1.16),Basic Incident State (FD1.18),Basic Incident Postal Code (FD1.19)
25115,2022000559,4/6/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 Morse Road,Gahanna,OH,43230
25115,2022000558,4/6/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000557,4/6/2022,2022,740,"Unintentional transmission of alarm, other",2,Automatic aid received,1 - Assembly,161,Restaurant or cafeteria,7995 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000556,4/6/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",321,Mental retardation/development disability facility,5201 MORSE Road,Gahanna,OH,43230
25115,2022000555,4/6/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1410 SEDGEFIELD Drive,New Albany,OH,43054
25115,2022000554,4/6/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1613 MORRISON FARMS Drive,Blacklick,OH,43004
25115,2022000553,4/5/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,211 GLENKIRK Drive,Blacklick,OH,43004
25115,2022000552,4/5/2022,2022,5535,CP - Standard Visit,,None,4 - Residential,419,1 or 2 family dwelling,2510 KEMPERWOOD Drive,Blacklick,OH,43004
25115,2022000551,4/5/2022,2022,746,"Carbon monoxide detector activation, no CO",,None,4 - Residential,419,1 or 2 family dwelling,7744 ASTRA Circle,Reynoldsburg,OH,43068
25115,2022000550,4/4/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1322 BAYBORO Drive,New Albany,OH,43054
25115,2022000549,4/4/2022,2022,311,"Medical assist, assist EMS crew",4,Automatic aid given,,,,765 North HAMILTON Road,Gahanna,OH,43230
25115,2022000548,4/4/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000547,4/4/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,451 STREAMWATER Drive,Blacklick,OH,43004
25115,2022000546,4/3/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8525 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000545,4/3/2022,2022,744,"Detector activation, no fire - unintentional",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8458 East Broad Street,City of Reynoldsburg,OH,43068
25115,2022000544,4/3/2022,2022,735,Alarm system sounded due to malfunction,5,Other aid given (no response from AHJ),4 - Residential,419,1 or 2 family dwelling,1391 WINDRUSH Circle,Blacklick,OH,43004
25115,2022000543,4/3/2022,2022,324,Motor vehicle accident with no injuries.,,None,9 - Outside or Special Property,963,Street or road in commercial area,6455 TAYLOR Road and JEFFERSON TWP / TAYLOR STATION RD,Blacklick,OH,43004
25115,2022000542,4/2/2022,2022,412,Gas leak (natural gas or LPG),4,Automatic aid given,,,,455 WHITLEY Drive,Gahanna,OH,43230
25115,2022000541,4/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000540,4/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7807 NARROW LEAF Court,Blacklick,OH,43004
25115,2022000539,4/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,269 STREAMWATER Court,Blacklick,OH,43004
25115,2022000538,4/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8001 GRANT PARK Avenue,Blacklick,OH,43004
25115,2022000537,4/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000536,4/2/2022,2022,131,Passenger vehicle fire,4,Automatic aid given,,,,37 MM I 270 NB - 37.6,Gahanna,OH,43230
25115,2022000535,4/2/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,68 KINGSMEADOW Lane,Blacklick,OH,43004
25115,2022000534,4/1/2022,2022,611,Dispatched and cancelled en route,,None,,,,6100 CLARK STATE Road,Gahanna,OH,43230
25115,2022000533,4/1/2022,2022,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,1118 OAK HILL Road,Blacklick,OH,43004
25115,2022000532,4/1/2022,2022,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,7037 WYNFIELD Drive,Blacklick,OH,43004
25115,2022000531,4/1/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000530,4/1/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2855 LANGLEY Court,Blacklick,OH,43004
25115,2022000529,3/31/2022,2022,500,"Service call, other",,None,4 - Residential,419,1 or 2 family dwelling,1101 OAK HILL Road,Blacklick,OH,43004
25115,2022000528,3/31/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,425 South HAMILTON Road,Gahanna,OH,43230
25115,2022000527,3/31/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8045 BEARDSLEY Avenue,Blacklick,OH,43004
25115,2022000526,3/31/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,3006 NOE BIXBY Road,Columbus,OH,43232
25115,2022000525,3/31/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,977 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000524,3/31/2022,2022,324,Motor vehicle accident with no injuries.,4,Automatic aid given,,,,0 JEFFERSON TWP / GRAND RIDGE Court and JEFFERSON TWP / GRAND RIDGE CT,JEFFERSON TWP,OH,43230
25115,2022000523,3/31/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8080 BEARDSLEY Avenue,Blacklick,OH,43004
25115,2022000522,3/30/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,785 HAWKS CREST Lane,Blacklick,OH,43004
25115,2022000521,3/30/2022,2022,631,Authorized controlled burning,,None,4 - Residential,419,1 or 2 family dwelling,2996 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000520,3/30/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000519,3/30/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1100 CAROWAY Boulevard,Gahanna,OH,43230
25115,2022000518,3/29/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,120 ROCKY CREEK Drive,Gahanna,OH,43230
25115,2022000517,3/29/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,267 RUGBY Lane,Gahanna,OH,43230
25115,2022000516,3/29/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,4013 REDFORD Court,New Albany,OH,43054
25115,2022000515,3/28/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG Court,Blacklick,OH,43004
25115,2022000514,3/28/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,1 - Assembly,161,Restaurant or cafeteria,108 South STYGLER Road,Gahanna,OH,43230
25115,2022000513,3/28/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,925 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000512,3/27/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,17 VOELKER Drive,Reynoldsburg,OH,43068
25115,2022000511,3/27/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,601 KELTONHURST Drive,Pataskala,OH,43062
25115,2022000510,3/27/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,12220 BROAD Street Southwest,Pataskala,OH,43062
25115,2022000509,3/27/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000508,3/27/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,2655 STONEWYCK Drive,Blacklick,OH,43004
25115,2022000507,3/27/2022,2022,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,8196 RAMEYS CROSSING Court,Blacklick,OH,43004
25115,2022000506,3/26/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,995 ASHMEAD Drive,Gahanna,OH,43230
25115,2022000505,3/26/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,429,Multifamily dwelling,892 TAYLOR STATION Road,Gahanna,OH,43230
25115,2022000504,3/26/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2982 CREEKWOOD ESTATES Drive,Blacklick,OH,43004
25115,2022000503,3/25/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,795 HAWKS CREST Lane,Blacklick,OH,43004
25115,2022000502,3/25/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,"5 - Mercantile, Business",511,Convenience store,900 North HAMILTON Road,Gahanna,OH,43230
25115,2022000501,3/24/2022,2022,611,Dispatched and cancelled en route,,None,,,,702 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000500,3/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,790 HAWKS CREST Lane,Blacklick,OH,43004
25115,2022000499,3/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",529,"Textile, wearing apparel sales",8163 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000498,3/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,888,Fire station,6767 HAVENS CORNERS Road,Blacklick,OH,43004
25115,2022000497,3/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"5 - Mercantile, Business",519,"Food and beverage sales, grocery store",7905 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000496,3/24/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7189 ARGENTO Avenue,Blacklick,OH,43004
25115,2022000495,3/24/2022,2022,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,1176 JAYHAWK Street,Blacklick,OH,43004
25115,2022000494,3/24/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,8403 ALMOND PARK Drive,Blacklick,OH,43004
25115,2022000493,3/23/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2576 CLEMTON Park East,Blacklick,OH,43004
25115,2022000492,3/23/2022,2022,745,"Alarm system activation, no fire - unintentional",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,360 South WAGGONER Road,Blacklick,OH,43004
25115,2022000491,3/23/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7837 HEADWATER Drive,Blacklick,OH,43004
25115,2022000490,3/23/2022,2022,500,"Service call, other",,None,4 - Residential,419,1 or 2 family dwelling,7799 BIRCH CREEK Drive,Blacklick,OH,43004
25115,2022000489,3/23/2022,2022,611,Dispatched and cancelled en route,,None,,,,2891 DEVERELL,Blacklick,OH,43004
25115,2022000488,3/22/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,8355 OLYMPUS Lane,Blacklick,OH,43004
25115,2022000487,3/22/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,748 TAYLOR Road,Gahanna,OH,43230
25115,2022000486,3/22/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7883 BIRCH CREEK Drive,Blacklick,OH,43004
25115,2022000485,3/22/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,91 North HAMILTON Road,Gahanna,OH,43230
25115,2022000484,3/22/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,167 North STYGLER Road,Gahanna,OH,43230
25115,2022000483,3/22/2022,2022,736,CO detector activation due to malfunction,,None,"5 - Mercantile, Business",599,Business office,6545 HAVENS Road,Blacklick,OH,43004
25115,2022000482,3/22/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7956 BIRCH CREEK Drive,Blacklick,OH,43004
25115,2022000481,3/21/2022,2022,743,"Smoke detector activation, no fire - unintentional",,None,4 - Residential,419,1 or 2 family dwelling,1658 MORRISON FARMS Drive,Blacklick,OH,43004
25115,2022000480,3/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2705 CORDELLA Street,Blacklick,OH,43004
25115,2022000479,3/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1554 CLIMBING FIG Drive,Blacklick,OH,43004
25115,2022000478,3/21/2022,2022,5535,CP - Standard Visit,,None,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",748 TAYLOR Road,Gahanna,OH,43230
25115,2022000477,3/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,68 KINGSMEADOW Lane,Blacklick,OH,43004
25115,2022000476,3/21/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,8 - Storage,891,Warehouse,8525 East BROAD Street,Reynoldsburg,OH,43068
25115,2022000475,3/20/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2518 DARLING Road,Blacklick,OH,43004
25115,2022000474,3/19/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,Clark State Road and JEFFERSON TWP / CHALLIS SPRINGS DR,JEFFERSON TWP,OH,43004
25115,2022000473,3/19/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000472,3/19/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,1 - Assembly,162,Bar or nightclub,3001 North REYNOLDSBURG-NEW ALBANY Road,New Albany,OH,43054
25115,2022000471,3/19/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE Road,Gahanna,OH,43230
25115,2022000470,3/19/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,782 POPPY HILLS Drive,Blacklick,OH,43004
25115,2022000469,3/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,372 DEPAUW Court,Gahanna,OH,43230
25115,2022000468,3/18/2022,2022,611,Dispatched and cancelled en route,4,Automatic aid given,,,,783 ASHFORD GLEN Court,Gahanna,OH,43230
25115,2022000467,3/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8227 RED OAK Drive,Blacklick,OH,43004
25115,2022000466,3/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2703 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000465,3/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,3154 MANN Road,Blacklick,OH,43004
25115,2022000464,3/18/2022,2022,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,3154 MANN Road,Blacklick,OH,43004
25115,2022000463,3/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1220 SNIPE VIEW Loop West,Blacklick,OH,43004
25115,2022000462,3/18/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",321,Mental retardation/development disability facility,5201 MORSE Road,Gahanna,OH,43230
25115,2022000461,3/18/2022,2022,611,Dispatched and cancelled en route,,None,,,,8149 CLARK STATE Road,Blacklick,OH,43004
25115,2022000460,3/17/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,8559 HALEIGH WOODS Drive,Blacklick,OH,43004
25115,2022000459,3/17/2022,2022,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2899 North REYNOLDSBURG-NEW ALBANY Road,Blacklick,OH,43004
25115,2022000458,3/17/2022,2022,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,831 ACORN GROVE Drive,Blacklick,OH,43004
